,Article Title,Description,URL,Content,Movie Topic,Article Topic
Emilia Pérez,Selena Gomez 'shines' in new Oscar-tipped musical,"The singer and actress stars in Emilia Pérez, a new Netflix musical which has been tipped for awards.",https://www.bbc.com/news/articles/c99vm20jk3eo,"The four stars of Emilia Pérez jointly won best actress when the film premiered at Cannes in May
",Focus on Emilia P�rez,Reception and Reviews
Emilia Pérez,"In ‘Emilia Pérez,’ Even the Extras’ Costumes Have ‘Poetic Style’",Costume designer and artistic director Virginie Montel tells IndieWire about designing a sprawling Mexico City for even more sprawling emotions.,https://www.indiewire.com/features/craft/emilia-perez-costumes-zoe-saldana-red-suit-interview-netflix-1235062148/,"It doesn’t translate perfectly into English, but “Emilia Pérez” costume designer and artistic director Virginie Montel has a theory of mise-en-scene, and all of the sets, background actors, and detai… [+4067 chars]",Focus on Emilia P�rez,Production and Behind-the-Scenes
Emilia Pérez,Selena Gomez Responds to Body-Shamers After Premiere of 'Emilia Pérez',"Selena Gomez came in hot, shutting down body-shamers who had the audacity to troll her look at last week’s ""Emilia Pérez"" premiere in L.A. In a now-deleted TikTok post, trolls in the comments claimed Selena was ""hiding"" her body by posing with…",https://www.tmz.com/2024/11/04/selena-gomez-responds-to-bodyshamers-sebo-emilia-perez-premiere/,"Selena Gomez came in hot, shutting down body-shamers who had the audacity to troll her look at last weeks ""Emilia Pérez"" premiere in L.A.
",Focus on Emilia P�rez,Cultural Impact
Emilia Pérez,"‘Emilia Pérez,’ ‘Seed of the Sacred Fig,’ ‘Room Next Door’ Lead European Film Award Nominations","Films like ""The Substance,"" ""Flow,"" ""No Other Land,"" ""Vermiglio,"" and ""The Girl with the Needle"" also had strong showings with nods in multiple categories.",https://www.indiewire.com/awards/results/european-film-award-nominations-led-emilia-perez-full-list-1235062983/,"The 37th European FilmAwards, which take place annually in the lakeside Swiss city of Lucerne, have unveiled their nominations for 2024. Unsurprisingly, the list is led by French director Jacques Aud… [+7917 chars]",Mentions Emilia P�rez,Broader Industry Trends
Emilia Pérez,Zoe Saldaña Was ‘Afraid’ of Being Labeled a Sci-Fi Star — Now She’s Embracing a Genre That’s More Than a ‘Geeky Thing’,"The ""Emilia Pérez"" actress has starred in four of our biggest franchises, each their own sci-fi-tinged stories. And while she struggled with feeling labeled in the past, she's done with that now.",https://www.indiewire.com/news/festivals/zoe-saldana-afraid-labeled-sci-fi-1235062922/,"Here’s a piece of trivia you might have heard in recent months: In Hollywood big-buck history’s grand annals, only one performer has ever been part of four films that grossed more than $2 billion eac… [+5833 chars]",Mentions Emilia P�rez,Cast and Crew
Emilia Pérez,‘Emilia Pérez’ & ‘Blitz’ Top Hollywood Music in Media Awards Nominations,"Emilia Pérez leads the 2024 nominees for the Hollywood Music in Media Awards, which honor scores and songs in film and other visual media categories. Blitz is next with three, followed by The Wild Robot, Moana 2, and Wicked with two each. See the full list be…",http://deadline.com/2024/11/hollywood-music-in-media-awards-2024-nominations-list-1236169980/,"Emilia Pérez leads the 2024 nominees for the Hollywood Music in Media Awards, which honor scores and songs in film and other visual media categories. Blitzis next with three, followed by The Wild Rob… [+6856 chars]",Mentions Emilia P�rez,Broader Industry Trends
Emilia Pérez,The ‘Emilia Pérez’ Cinematography Had One Goal for That Climactic Shootout: ‘The Night Is Eating Up the World’,Paul Guilhaume tells IndieWire about keeping a black screen from turning gray for audiences and the quality of Mexico's light for Netflix movie.,https://www.indiewire.com/features/craft/emilia-perez-cinematography-interview-deakins-fraser-influences-netflix-1235062855/,"[Editor’s note: The following interview contains some spoilers for “Emilia Pérez.”]
",Focus on Emilia P�rez,Reception and Reviews
Emilia Pérez,Emilia Pérez is a misguided musical mess,"Emilia Pérez, the genre-bending musical about a transgender cartel boss, is many things. Good isn't one of them.",https://www.cbc.ca/news/entertainment/emilia-p%C3%A9rez-review-1.7370146,"There appears to be only one person in the musical Emilia Pérez who knows the kind of inconsistent movie they're making. 
",Focus on Emilia P�rez,Reception and Reviews
Emilia Pérez,‘Emilia Perez’ To Receive Palm Springs Film Festival’s Vanguard Award,"The Palm Springs Film Festival kicked off its giving season Wednesday, revealing that Netflix’s audacious musical crime thriller Emilia Pérez has be bestowed the fest’s Vanguard Award. The honor will be presented January 3 during the festival’s Film Awards ga…",http://deadline.com/2024/10/2025-palm-springs-film-festival-awards-winners-list-1236162136/,"The Palm Springs Film Festival kicked off its giving season Wednesday, revealing that Netflix’s audacious musical crime thriller Emilia Pérez has be bestowed the fest’s Vanguard Award. The honor will… [+1518 chars]",Focus on Emilia P�rez,Marketing and Promotion
Emilia Pérez,"Selena Gomez Documentary Inspired An ‘Emilia Pérez’ Song, Composer Reveals – Sound & Screen Film","The musical Emilia Pérez features Selena Gomez and Zoe Saldaña in her first full musical. For each artist, the songwriters had to tailor the film’s songs to them. Composer-songwriter Clément Ducoi and songwriter Camille explained the process at Deadline’s Sou…",http://deadline.com/2024/11/selena-gomez-emilia-perez-song-composer-interview-sound-and-screen-1236165230/,"The musical Emilia Pérezfeatures Selena Gomez and Zoe Saldaña in her first full musical. For each artist, the songwriters had to tailor the film’s songs to them. Composer-songwriter Clément Ducoi and… [+1730 chars]",Focus on Emilia P�rez,Production and Behind-the-Scenes
Emilia Pérez,Emilia Pérez Has a Major Problem: Emilia Pérez,"The stars of Emilia Pérez brought home big prizes from Cannes, but does the film live up to the hype? Harron Walker writes about the latest festival darling from French director Jacques Audiard, and its shallow view of a trans woman.",http://www.thecut.com/article/emilia-perez-netflix-movie-review.html,"Emilia Pérez opens with Rita, an overworked lawyer played by Zoe Saldaña, furiously drafting her defense of a client who stands accused of murdering his wife. This being a musical, Rita determines ho… [+9383 chars]",Focus on Emilia P�rez,Reception and Reviews
Emilia Pérez,"European Film Awards: ‘Emilia Pérez’, ‘The Room Next Door’ Lead Nominations",The European Film Academy has announced the nominees in key categories of the 37th European Film Awards ahead of the ceremony in the Swiss lakeside city of Lucerne on December 7. French Oscar entry Emilia Pérez by Jacques Audiard and The Room Next Door by Ped…,http://deadline.com/2024/11/european-film-awards-nominations-37th-2024-1236167495/,The European Film Academy has announced the nominees in key categories of the 37th European Film Awards ahead of the ceremony in the Swiss lakeside city of Lucerne on December 7.,Focus on Emilia P�rez,Marketing and Promotion
Emilia Pérez,"Deadline’s Contenders London Kicks Off Awards Season Today With Panels From ‘Dune: Part Two’, ‘Emilia Pérez’, ‘The Wild Robot’ & More","Deadline’s Contenders event in back in London, kicking off movie awards season with panel conversations featuring some of the year’s hottest films in the race. As all Contenders connoisseurs know, this is a Deadline event specially designed for true movie lov…",http://deadline.com/2024/10/2024-contenders-london-lineup-schedule-1236109409/,"Deadline’s Contenders event in back in London, kicking off movie awards season with panel conversations featuring some of the year’s hottest films in the race.
",Mentions Emilia P�rez,Broader Industry Trends
Emilia Pérez,Karla Sofía Gascón On Her Journey To The Role Of A Lifetime In ‘Emilia Pérez’: “It’s Love’s Triumph”,"The first time I meet Karla Sofía Gascón is on a London stage. I’m wrapping up a group interview in front of a live audience for Jacques Audiard’s film Emilia Pérez, and as the director, Zoe Saldaña, Selena Gomez and Adriana Paz all file off into the wings to…",http://deadline.com/2024/10/emilia-perez-karla-sofia-gascon-interview-1236157703/,"The first time I meet Karla Sofía Gascón is on a London stage. I’m wrapping up a group interview in front of a live audience for Jacques Audiard’s film Emilia Pérez, and as the director, Zoe Saldaña,… [+20583 chars]",Focus on Emilia P�rez,Cast and Crew
Emilia Pérez,‘Emilia Pérez’ Director Jacques Audiard: “It Just Makes Sense To Cast A Trans Woman To Portray A Trans Woman”,"Emilia Pérez director Jacques Audiard says it was a simple decision for him to cast a trans woman in the title role of his award-winning film.  Audiard, whose film picked up a Best Actress award shared between the female cast at Cannes Film Festival this summ…",http://deadline.com/2024/10/emilia-perez-jacques-audiard-it-just-makes-sense-to-cast-a-trans-woman-to-portray-a-trans-woman-1236159239/,"Emilia Pérez director Jacques Audiard says it was a simple decision for him to cast a trans woman in the title role of his award-winning film. 
",Focus on Emilia P�rez,Cast and Crew
Emilia Pérez,"Weekend watchlist: ‘The Day of the Jackal,’ ‘Emilia Pérez,' more","From the thriller series “The Day of the Jackal” to the genre-bending musical “Emilia Pérez” and more, pop culture expert Naz Perez sits down with Hoda and Jenna to share the top movies and TV shows to watch this November.",https://www.today.com/video/here-are-the-top-movies-and-shows-to-watch-in-november-2024-223930949898,"From the thriller series The Day of the Jackal to the genre-bending musical Emilia Pérez and more, pop culture expert Naz Perez sits down with Hoda and Jenna to share the top movies and TV shows to w… [+30 chars]",Mentions Emilia P�rez,Broader Industry Trends
Emilia Pérez,You’ll Love Selena Gomez’s Relatable Comment About Wearing Spanx,"Selena Gomez is looking forward to a year without shapewear.
While the 32-year-old has been enjoying the glitz and glam that has accompanied the Emilia Pérez press tour, she revealed the relatable...",https://www.eonline.com/news/1408960/youll-love-selena-gomezs-relatable-comment-about-having-to-wear-spanx,"Selena Gomez is looking forward to a year without shapewear.
",Focus on Emilia P�rez,Cast and Crew
